title,description,mediaType,eps,duration,ongoing,sznOfRelease,years_running,studio_primary,studios_colab,contentWarn,watched,watching,wantWatch,dropped,rating,votes,tag_Based_on_a_Manga,tag_Comedy,tag_Action,tag_Fantasy,tag_Sci_Fi,tag_Shounen,tag_Original_Work,tag_Non_Human_Protagonists,tag_Drama,tag_Adventure,tag_Family_Friendly,tag_Short_Episodes,tag_School_Life,tag_Romance,tag_Shorts,tag_Slice_of_Life,tag_Seinen,tag_Supernatural,tag_Magic,tag_Animal_Protagonists,tag_Ecchi,tag_Mecha,tag_Based_on_a_Light_Novel,tag_CG_Animation,tag_Superpowers,tag_Others,tag_missing
Schoolgirl Strikers: Animation Channel,"The newly established private high school for girls, Goryoukan Academy, has a hidden face that people on the outside don't know about... Mysterious apparitions called ""Oburi"" have appeared from a rift in space-time. The only ones capable of fighting this enemy of mankind are girls known as ""Strikers,"" who have the ability to sense the fifth dimension. Goryoukan Academy is actually an organization that seeks out girls who are more than meets the eye and trains them up for the ""Fifth Force,"" a combat force created to subjugate the Oburi.",is_missing,13,,FALSE,Winter,0,J.C. Staff,0,0,396,145,588,241,2.077,445,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick-Flight,,Web,1,2,FALSE,is_missing,0,Others,0,0,30,0,9,0,2.077,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mathru: Bacterial Contamination,,Music Video,1,4,FALSE,is_missing,0,is_missing,0,1,426,2,58,4,2.08,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oira no Yakyu,"Batter up! A rousing game of baseball has begun, pitting the nimble rabbits against the hardy raccoon dogs. As each inning passes each team bats and pitches their way to glory. Once the baseball goes missing, though, the game becomes a lot harder!",is_missing,1,11,FALSE,is_missing,0,is_missing,0,0,270,2,63,10,2.076,180,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Rokushin Gattai God Mars Movie,,Movie,1,95,FALSE,is_missing,0,TMS Entertainment,0,0,52,1,65,5,2.076,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ADOBE student pack CM,,Other,1,1,FALSE,is_missing,0,is_missing,0,0,44,1,12,0,2.076,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cho no Sainan,"A kind butterfly enjoys some time with the flowers and flies freely through the air, until a rainstorm occurs, leaving her to hang her wings out to dry. However, soon after, a pesky mouse wanders by and takes the wings for himself! Now the butterfly must do whatever it takes to get them back – but will she succeed?",Movie,1,8,FALSE,is_missing,0,is_missing,0,0,211,1,76,6,2.075,135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dangaizer 3,"Avid gamer Hina Mitsurugi loves the fast paced action of battle. Whether it's blasting away the competition on her favorite arcade game or watching the latest kickboxing match, she's always ready for a good fight. When an innocent outing with friends turns into an all out battle for survival, Hina must put her virtual battle skills to the test in the real world - only this is no game and she doesn't get a second chance!Hunted by assassins and thrown into a battle between ancient gigantic robots, Hina is in for the shock of her life - it seems she's one of the pilots of Dangaizer, the most powerful robot of all time!Now her and her fellow pilots, Cindy and Reika, have been targeted for annihilation by Dangaizer's ancient enemies, the evil organization of Goma. Somehow the trio must awaken Hina's past memories and unlock her destiny before Goma manages to destroy Dangaizer and seize control of the entire planet!",OVA,4,,FALSE,is_missing,2,Others,0,1,234,11,248,17,2.075,127,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Kotowaza House,,TV,773,5,FALSE,is_missing,7,Others,0,0,16,2,17,0,2.075,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,,Web,1,3,FALSE,is_missing,0,is_missing,0,0,29,1,77,1,2.074,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,,Other,1,6,FALSE,is_missing,0,Others,0,0,31,0,17,0,2.074,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Be Blues! Ao ni Nare CM,,Other,1,1,FALSE,is_missing,0,is_missing,0,0,66,1,37,1,2.074,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimson Wolf,"An archaeological expedition finds the mummified bodies of Genghis Khan and his army somewhere in Mongolia. Unaware that the location is cursed, the explorers wake up the former ruler of the Mongolian empire. He warns the intruders that a large calamity will befall the world in one thousand days. The only ones who can prevent this from happening are three persons who bear wolf-shaped arrow scars. They must join forces and kill the ""three emperors"" so that the Khan's soul can once again sleep for a thousand years.",OVA,1,60,FALSE,is_missing,0,Others,0,1,221,5,218,11,2.074,139,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pac-Man and the Ghostly Adventures,Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.,TV,52,,FALSE,is_missing,2,Others,0,0,34,3,15,3,2.074,22,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kyuutai Panic Adventure Returns!,,Other,1,8,FALSE,is_missing,0,is_missing,0,0,24,1,6,1,2.074,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
GANTZ x Senran Kagura New Link PV,,Other,1,1,FALSE,is_missing,0,is_missing,0,0,65,2,52,2,2.057,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Asa da yo! Kaishain,"""Kaishain: Shellfish Employees"" is a joint production between DLE, and Toho Cinemas. A wordplay on the words ""employee"" and ""clam"" in Japanese, the anime revolves around various clams that personify company stereotypes, like a ""yes man,"" or the nosy boss. The show shows a satirical side of Japanese society, while also addressing growing social problems.",TV,744,1,FALSE,Spring,3,DLE,0,0,12,4,20,2,2.073,11,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gokyoudai Monogatari,A sister and her twin brother live carefree lives in Tokyo's lower-class neighborhoods and have heartwarming encounters with the local people.,TV,32,19,FALSE,Fall,1,Shin-Ei Animation,0,0,59,6,115,10,2.073,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Idol Incidents,"The story is set in a parallel Japan very similar to the modern Japan we known today. Increasing income divide, creeping environmental pollution, unsolvable garbage problems, childcare waiting lists being disputed while those directly involved aren't present, repeated cases of corruption... Japan's government, entrenched in its own vested interests, can do nothing about the abundant problems and discontent throughout the land. Now, at long last, idols are taking a stand to rescue a nation with no way out! The Heroine Party, the Sunlight Party, the Starlight Party, the Bishoujo Party, the Wakaba Party, the Subculture New Party, and the SOS Party: idols from these seven idol political parties who have become Diet members representing each prefecture will crash through the sense of stagnation that surrounds Japan with their song and dance! They will bring back the people's smiles and envelop Japan in their shining aura!",TV,12,,FALSE,Winter,0,Others,1,0,309,65,489,181,2.072,325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshi Kausei,"Who needs dialog when you're this cute? The beautiful (but unlucky) Momoko, the cool, collected Shibumi, and the refreshingly innocent Mayumi star in a ""silent manga."" No speeches, no dialog! Just pictures, sound effects, and three high school girls living their daily lives.",TV,12,3,FALSE,Spring,0,Others,0,0,935,256,618,242,2.073,889,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Irodorimidori: Brilliant Better,,Music Video,1,1,FALSE,is_missing,0,is_missing,0,0,90,1,40,1,2.079,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Umbrella Fighter!,,Web,4,3,FALSE,is_missing,0,is_missing,0,0,21,5,32,0,2.072,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Kiss Dum: Engage Planet Special,,DVD Special,1,12,FALSE,is_missing,0,Others,0,0,104,2,97,4,2.072,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ai Mai! Moe Can Change!,"In a near future, Kiyan Chie and Anna Moeki have just been hired by the AMB Company as ""navi girls"" to promote a new service called Moe Can Change. They get to know each other as they test this wacky new service that allows people to change their outfits instantly simply by using a smartphone.",OVA,1,24,FALSE,is_missing,0,Others,0,0,738,11,307,18,2.071,506,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Akai Koudan Zillion Specials,,DVD Special,3,42,FALSE,is_missing,1,is_missing,0,0,27,1,39,1,2.071,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171 Eru: Majo Le Septet,,Music Video,1,4,FALSE,is_missing,0,is_missing,0,0,69,0,22,1,2.071,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pop in Q Dance MV,,DVD Special,1,2,FALSE,is_missing,0,is_missing,0,0,31,1,26,1,2.071,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaitou Tenshi Twin Angel TV,"Amatsuki Meguru is a girl who innocently aspires to be a hero of justice and the cool Kisaragi Sumire who grew up in the strict Kisaragi household... The two girls who are in their 3rd year of middle school end up getting orders from a mysterious hedgehog named Miruku-chan and turn into Twin Angels in order to fight evil! Meguru is always cheerful but sometimes a bit too forceful. Meanwhile, Sumire isn’t accustomed with being around others. Despite their differences, as they work together, they start opening up to each other. Celebrating the 10th anniversary of the Twin Angel series, the long-awaited new series is about to start. The name of the new Twin Angel is... Breaking through to the shining future, Twin Angel Break!!",TV,12,,FALSE,Spring,0,J.C. Staff,0,0,249,66,459,127,2.07,257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HoneyWorks: Yoshida, Iede Surutte yo",,Music Video,1,4,FALSE,is_missing,0,is_missing,0,0,86,1,45,0,2.07,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xia Lan,,TV,156,,FALSE,is_missing,4,is_missing,0,0,14,6,64,3,2.069,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Imamura Store,"There is an elderly woman who has run a store in a Japanese town for sixty years. She marries into the Imamura Store and cares for the shop by herself, as she lived each day as the present.",Web,1,5,FALSE,is_missing,0,is_missing,0,0,29,0,19,0,2.069,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Two Car,"Today's the opening day for the high school division of the racing kneeler exhibition! Ladies gather from across the nation, determined to win in the ""kneeler race."" Today's race is to introduce this season's contestants. No one will be pushing themselves to the limit just yet, but you can expect that at the competition. So begins the female racers' fight for first place!",TV,12,,FALSE,Fall,0,Others,0,0,453,107,562,277,2.069,501,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destiny Child,"The devil king Lucifero suddenly declares he's going to retire, and must choose a successor. The Devil King Cadets gather one after another, and go to the human world to participate in the succession contest. But only the devil king's own descendant Osamu has no interest whatsoever in the contest. Compared to the fate of the world, Osamu is more interested in his part-time job at a convenience store. Osamu has no choice, however, but to start collecting familiars called ""Child,"" which are born from human souls. Osamu still only has an interest in his part-time job, and he's a few steps behind the rest of the Cadets.",Web,1,26,FALSE,Spring,0,Others,0,0,91,13,172,1,2.068,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Relic Armor Legaciam,"Alcia lives a peaceful life on the planet Libertia with her friends Dorothy and Brick, and her grandfather, a talented professor. However, the soldiers of the Guild want their hands on a mecha that Alcia’s grandfather has been working on, and they’ll stop at nothing to get it. Alcia finds herself in the cockpit and in the middle of a battle for her Relic Armor Legaciam, a special device capable of withstanding immense heat. Can she and her friends protect it from the wrong hands?",OVA,1,50,FALSE,is_missing,0,is_missing,0,0,151,4,127,4,2.068,106,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Regalia: The Three Sacred Stars,"In the country of Rimguard a mysterious event shook the country and its people just twelve years prior. As time passed, memory of the incident began to fade while peace reigned over the land. Sisters Yui and Rena live a quiet life in the Enastria Empire until a large mecha suddenly attacks their peaceful home, changing everything. The girls become caught in a vortex of destiny and godly revival.",TV,13,,FALSE,Summer,0,Others,0,0,499,170,849,367,2.068,567,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
